trip_id,trip_datetime,time_of_day,distance_km,duration_minutes,surge_multiplier,fare_kes,fuel_cost_kes,driver_payout_kes,platform_cost_kes,total_cost_kes,profit_kes,profit_margin_pct,profit_per_km,profit_per_minute,day_of_week,hour
175,2025-02-24 17:00:00,Peak,1.76,9.94,1.59,430.18,26.65,314.03,25.04,365.72,64.46,14.98,36.62,6.48,Monday,17
176,2025-01-15 02:56:00,Off-Peak,9.66,17.39,1.03,663.44,171.85,510.85,20.53,703.23,-39.79,-6.0,-4.12,-2.29,Wednesday,2
177,2025-03-30 04:34:00,Off-Peak,9.76,17.32,1.14,745.85,152.16,581.76,44.4,778.32,-32.47,-4.35,-3.33,-1.87,Sunday,4
178,2025-01-05 11:37:00,Off-Peak,4.51,10.05,1.08,455.76,71.21,355.49,53.61,480.31,-24.55,-5.39,-5.44,-2.44,Sunday,11
179,2025-03-12 04:27:00,Off-Peak,7.62,20.31,1.19,675.22,115.21,546.93,56.26,718.4,-43.18,-6.39,-5.67,-2.13,Wednesday,4
180,2025-01-17 01:19:00,Off-Peak,5.57,14.54,1.03,418.89,77.26,309.98,44.81,432.05,-13.16,-3.14,-2.36,-0.91,Friday,1
181,2025-02-16 01:57:00,Off-Peak,2.21,5.0,1.07,261.16,34.87,203.7,52.35,290.92,-29.76,-11.4,-13.47,-5.95,Sunday,1
182,2025-02-15 06:43:00,Peak,9.21,31.55,1.27,786.57,128.94,629.26,36.17,794.37,-7.8,-0.99,-0.85,-0.25,Saturday,6
183,2025-02-01 21:06:00,Off-Peak,8.69,20.77,1.18,656.94,141.65,532.12,55.01,728.78,-71.84,-10.94,-8.27,-3.46,Saturday,21
184,2025-02-15 17:56:00,Peak,4.77,9.93,1.73,671.49,64.01,517.05,50.99,632.05,39.44,5.87,8.27,3.97,Saturday,17
185,2025-04-22 13:39:00,Off-Peak,21.72,36.69,1.05,1373.32,308.64,1016.26,32.34,1357.24,16.08,1.17,0.74,0.44,Tuesday,13
186,2025-04-06 04:59:00,Off-Peak,6.53,19.31,1.13,597.85,101.22,478.28,43.89,623.39,-25.54,-4.27,-3.91,-1.32,Sunday,4
187,2025-04-30 07:55:00,Peak,1.28,5.0,1.69,347.61,20.19,281.56,22.05,323.8,23.81,6.85,18.6,4.76,Wednesday,7
188,2025-01-21 05:56:00,Off-Peak,12.37,31.51,1.11,830.85,198.04,606.52,25.86,830.42,0.43,0.05,0.03,0.01,Tuesday,5
189,2025-02-22 00:11:00,Off-Peak,10.64,21.0,1.11,763.31,172.37,564.85,57.87,795.09,-31.78,-4.16,-2.99,-1.51,Saturday,0
190,2025-04-05 10:50:00,Off-Peak,11.43,27.69,1.05,742.13,158.99,601.13,20.39,780.51,-38.38,-5.17,-3.36,-1.39,Saturday,10
191,2025-04-30 13:51:00,Off-Peak,3.04,6.79,1.02,305.22,52.77,235.02,28.13,315.92,-10.7,-3.51,-3.52,-1.58,Wednesday,13
192,2025-03-27 23:51:00,Off-Peak,7.49,18.92,1.18,575.64,91.23,425.97,25.55,542.75,32.89,5.71,4.39,1.74,Thursday,23
193,2025-02-01 08:10:00,Peak,6.45,20.68,1.74,864.3,84.69,674.15,47.95,806.79,57.51,6.65,8.92,2.78,Saturday,8
194,2025-04-11 22:06:00,Off-Peak,5.76,17.69,1.13,487.76,71.54,375.58,24.23,471.35,16.41,3.36,2.85,0.93,Friday,22
195,2025-02-18 01:54:00,Off-Peak,14.38,25.09,1.07,931.58,230.51,763.9,20.81,1015.22,-83.64,-8.98,-5.82,-3.33,Tuesday,1
196,2025-03-02 07:12:00,Peak,6.59,16.94,1.41,661.66,89.89,489.63,57.22,636.74,24.92,3.77,3.78,1.47,Sunday,7
197,2025-04-15 14:22:00,Off-Peak,4.89,11.85,1.15,382.96,64.5,291.05,54.91,410.46,-27.5,-7.18,-5.62,-2.32,Tuesday,14
198,2025-02-09 07:14:00,Peak,4.85,17.4,1.74,750.61,72.17,555.45,34.34,661.96,88.65,11.81,18.28,5.09,Sunday,7
199,2025-01-04 21:12:00,Off-Peak,2.86,7.19,1.18,315.54,44.93,227.19,24.02,296.14,19.4,6.15,6.78,2.7,Saturday,21
200,2025-02-21 10:17:00,Off-Peak,7.02,16.57,1.16,565.22,110.35,423.92,47.13,581.4,-16.18,-2.86,-2.3,-0.98,Friday,10
201,2025-04-21 02:49:00,Off-Peak,15.06,27.76,1.13,1021.31,231.02,817.05,55.32,1103.39,-82.08,-8.04,-5.45,-2.96,Monday,2
202,2025-02-05 11:41:00,Off-Peak,5.17,13.59,1.02,388.9,92.8,291.67,58.99,443.46,-54.56,-14.03,-10.55,-4.01,Wednesday,11
203,2025-03-07 12:43:00,Off-Peak,7.76,14.02,1.03,514.71,133.16,406.62,25.2,564.98,-50.27,-9.77,-6.48,-3.59,Friday,12
204,2025-04-18 17:21:00,Peak,5.7,19.05,1.74,845.21,76.55,650.81,44.01,771.37,73.84,8.74,12.95,3.88,Friday,17
205,2025-05-01 00:07:00,Off-Peak,6.13,11.42,1.12,497.8,101.45,383.31,37.22,521.98,-24.18,-4.86,-3.94,-2.12,Thursday,0
206,2025-04-23 08:11:00,Peak,10.94,33.31,1.21,884.61,168.69,707.69,26.27,902.65,-18.04,-2.04,-1.65,-0.54,Wednesday,8
207,2025-03-16 08:02:00,Peak,2.83,12.0,1.26,305.73,35.15,238.47,52.32,325.94,-20.21,-6.61,-7.14,-1.68,Sunday,8
208,2025-01-14 19:27:00,Peak,1.92,8.73,1.6,365.63,23.62,270.57,51.29,345.48,20.15,5.51,10.49,2.31,Tuesday,19
209,2025-02-14 23:50:00,Off-Peak,12.38,30.34,1.0,759.62,207.98,562.12,58.59,828.69,-69.07,-9.09,-5.58,-2.28,Friday,23
210,2025-02-10 13:38:00,Off-Peak,4.42,11.18,1.03,357.69,67.49,275.42,23.42,366.33,-8.64,-2.42,-1.95,-0.77,Monday,13
211,2025-03-07 03:24:00,Off-Peak,4.93,9.71,1.11,483.34,76.07,386.67,29.56,492.3,-8.96,-1.85,-1.82,-0.92,Friday,3
212,2025-04-26 18:12:00,Peak,24.54,56.82,1.62,2408.86,344.05,1782.56,53.1,2179.71,229.15,9.51,9.34,4.03,Saturday,18
213,2025-02-02 01:45:00,Off-Peak,10.6,19.91,1.13,754.17,186.35,550.54,35.82,772.71,-18.54,-2.46,-1.75,-0.93,Sunday,1
214,2025-02-25 00:33:00,Off-Peak,3.38,8.84,1.04,292.26,55.03,225.04,39.04,319.11,-26.85,-9.19,-7.94,-3.04,Tuesday,0
215,2025-04-29 17:43:00,Peak,12.91,36.03,1.63,1400.58,226.83,1036.43,44.46,1307.72,92.86,6.63,7.19,2.58,Tuesday,17
216,2025-04-03 23:47:00,Off-Peak,10.75,19.19,1.05,759.28,135.45,622.61,36.34,794.4,-35.12,-4.63,-3.27,-1.83,Thursday,23
217,2025-03-27 06:23:00,Peak,0.24,5.0,1.4,200.25,3.72,144.18,21.42,169.32,30.93,15.45,128.88,6.19,Thursday,6
218,2025-02-25 02:42:00,Off-Peak,7.19,17.34,1.15,670.68,113.82,509.72,44.16,667.7,2.98,0.44,0.41,0.17,Tuesday,2
219,2025-04-28 10:39:00,Off-Peak,2.95,10.21,1.13,310.14,37.64,229.5,29.15,296.29,13.85,4.47,4.69,1.36,Monday,10
220,2025-02-10 21:54:00,Off-Peak,6.12,13.24,1.17,510.28,86.17,403.12,58.75,548.04,-37.76,-7.4,-6.17,-2.85,Monday,21
221,2025-01-16 23:57:00,Off-Peak,21.96,34.1,1.13,1400.1,291.85,1092.08,47.61,1431.54,-31.44,-2.25,-1.43,-0.92,Thursday,23
222,2025-02-08 16:19:00,Off-Peak,11.23,21.51,1.11,776.15,201.13,620.92,53.63,875.68,-99.53,-12.82,-8.86,-4.63,Saturday,16
223,2025-03-27 13:20:00,Off-Peak,12.17,26.12,1.02,741.58,185.71,578.43,58.18,822.32,-80.74,-10.89,-6.63,-3.09,Thursday,13
224,2025-02-21 22:18:00,Off-Peak,5.71,11.47,1.07,483.34,79.31,357.67,22.53,459.51,23.83,4.93,4.17,2.08,Friday,22
225,2025-03-12 04:12:00,Off-Peak,12.21,24.13,1.05,792.82,195.24,578.76,25.95,799.95,-7.13,-0.9,-0.58,-0.3,Wednesday,4
226,2025-02-23 21:24:00,Off-Peak,3.81,6.61,1.05,419.92,60.81,331.74,52.32,444.87,-24.95,-5.94,-6.55,-3.77,Sunday,21
227,2025-03-28 23:57:00,Off-Peak,7.13,12.71,1.19,616.02,100.39,468.18,55.39,623.96,-7.94,-1.29,-1.11,-0.62,Friday,23
228,2025-01-23 19:36:00,Peak,10.91,28.85,1.44,1058.91,195.94,783.59,20.2,999.73,59.18,5.59,5.42,2.05,Thursday,19
229,2025-02-08 12:35:00,Off-Peak,10.7,19.0,1.18,876.78,180.3,657.58,57.81,895.69,-18.91,-2.16,-1.77,-1.0,Saturday,12
230,2025-04-17 00:19:00,Off-Peak,2.02,8.72,1.13,306.46,29.09,223.72,38.18,290.99,15.47,5.05,7.66,1.77,Thursday,0
231,2025-02-06 06:27:00,Peak,19.12,51.12,1.68,2017.96,305.16,1513.47,38.51,1857.14,160.82,7.97,8.41,3.15,Thursday,6
232,2025-04-11 18:38:00,Peak,3.27,14.83,1.5,463.02,53.17,370.42,55.15,478.74,-15.72,-3.4,-4.81,-1.06,Friday,18
233,2025-03-25 10:29:00,Off-Peak,27.18,54.71,1.12,1739.82,354.43,1357.06,31.58,1743.07,-3.25,-0.19,-0.12,-0.06,Tuesday,10
234,2025-02-26 14:43:00,Off-Peak,11.11,24.06,1.1,827.66,191.87,678.68,43.34,913.89,-86.23,-10.42,-7.76,-3.58,Wednesday,14
235,2025-01-28 16:30:00,Off-Peak,10.52,19.22,1.04,729.53,178.42,561.74,33.37,773.53,-44.0,-6.03,-4.18,-2.29,Tuesday,16
236,2025-04-12 23:10:00,Off-Peak,3.49,9.73,1.14,336.13,57.69,258.82,24.54,341.05,-4.92,-1.46,-1.41,-0.51,Saturday,23
237,2025-03-26 02:18:00,Off-Peak,4.56,6.35,1.06,465.1,60.83,344.17,34.34,439.34,25.76,5.54,5.65,4.06,Wednesday,2
238,2025-03-07 21:40:00,Off-Peak,18.2,30.82,1.0,1054.11,233.32,822.21,26.92,1082.45,-28.34,-2.69,-1.56,-0.92,Friday,21
239,2025-03-21 10:05:00,Off-Peak,16.78,30.69,1.13,1174.45,219.48,916.07,40.84,1176.39,-1.94,-0.17,-0.12,-0.06,Friday,10
240,2025-04-15 07:43:00,Peak,5.82,22.77,1.31,630.06,73.1,466.24,41.19,580.53,49.53,7.86,8.51,2.18,Tuesday,7
241,2025-02-09 07:51:00,Peak,5.48,17.21,1.76,784.61,96.67,572.77,37.49,706.93,77.68,9.9,14.18,4.51,Sunday,7
242,2025-01-26 04:01:00,Off-Peak,5.6,13.07,1.19,491.31,95.82,373.4,26.95,496.17,-4.86,-0.99,-0.87,-0.37,Sunday,4
243,2025-01-06 07:30:00,Peak,12.97,35.13,1.75,1485.39,162.64,1099.19,24.75,1286.58,198.81,13.38,15.33,5.66,Monday,7
244,2025-03-20 02:29:00,Off-Peak,12.2,23.94,1.07,756.34,196.05,582.38,24.18,802.61,-46.27,-6.12,-3.79,-1.93,Thursday,2
245,2025-02-23 20:36:00,Peak,8.37,18.75,1.21,735.86,112.74,566.61,24.49,703.84,32.02,4.35,3.83,1.71,Sunday,20
246,2025-01-25 22:44:00,Off-Peak,7.18,18.81,1.19,646.91,86.88,504.59,31.8,623.27,23.64,3.65,3.29,1.26,Saturday,22
247,2025-02-19 15:25:00,Off-Peak,5.77,16.74,1.09,561.33,79.34,437.84,20.07,537.25,24.08,4.29,4.17,1.44,Wednesday,15
248,2025-02-01 04:41:00,Off-Peak,25.89,46.45,1.19,1753.38,379.03,1385.17,22.49,1786.69,-33.31,-1.9,-1.29,-0.72,Saturday,4
249,2025-03-30 00:57:00,Off-Peak,2.22,8.29,1.19,261.38,26.91,193.42,38.82,259.15,2.23,0.85,1.0,0.27,Sunday,0
250,2025-04-07 03:49:00,Off-Peak,4.98,11.5,1.17,516.28,69.42,407.86,27.31,504.59,11.69,2.26,2.35,1.02,Monday,3
251,2025-02-24 07:11:00,Peak,8.0,23.42,1.38,781.12,129.6,601.46,30.54,761.6,19.52,2.5,2.44,0.83,Monday,7
252,2025-04-13 22:33:00,Off-Peak,1.86,5.0,1.08,150.0,24.87,114.0,34.13,173.0,-23.0,-15.33,-12.37,-4.6,Sunday,22
253,2025-03-01 01:35:00,Off-Peak,4.34,11.43,1.17,442.46,64.71,345.12,21.59,431.42,11.04,2.5,2.54,0.97,Saturday,1
254,2025-02-01 03:29:00,Off-Peak,21.79,48.0,1.06,1407.58,377.62,1083.84,28.8,1490.26,-82.68,-5.87,-3.79,-1.72,Saturday,3
255,2025-01-18 14:42:00,Off-Peak,11.7,28.06,1.03,830.29,142.39,639.32,51.07,832.78,-2.49,-0.3,-0.21,-0.09,Saturday,14
256,2025-03-09 17:38:00,Peak,4.31,11.16,1.53,512.58,72.02,369.06,33.64,474.72,37.86,7.39,8.78,3.39,Sunday,17
257,2025-02-10 14:39:00,Off-Peak,4.22,11.15,1.19,442.27,60.35,353.82,27.45,441.62,0.65,0.15,0.15,0.06,Monday,14
258,2025-04-15 23:57:00,Off-Peak,2.23,5.0,1.14,297.2,34.01,225.87,27.91,287.79,9.41,3.17,4.22,1.88,Tuesday,23
259,2025-03-06 13:53:00,Off-Peak,4.76,13.89,1.11,457.33,63.74,352.14,59.39,475.27,-17.94,-3.92,-3.77,-1.29,Thursday,13
260,2025-04-27 17:28:00,Peak,9.35,37.62,1.26,846.97,144.64,643.7,25.94,814.28,32.69,3.86,3.5,0.87,Sunday,17
261,2025-04-25 05:47:00,Off-Peak,8.34,22.53,1.12,669.88,136.61,522.51,56.22,715.34,-45.46,-6.79,-5.45,-2.02,Friday,5
262,2025-04-21 15:28:00,Off-Peak,4.94,11.66,1.2,511.48,65.26,373.38,23.22,461.86,49.62,9.7,10.04,4.26,Monday,15
263,2025-02-03 07:53:00,Peak,3.24,12.98,1.28,331.49,45.55,251.93,54.98,352.46,-20.97,-6.33,-6.47,-1.62,Monday,7
264,2025-03-23 08:49:00,Peak,5.72,24.74,1.51,718.75,88.09,567.81,40.28,696.18,22.57,3.14,3.95,0.91,Sunday,8
265,2025-04-10 16:31:00,Off-Peak,5.63,9.91,1.18,527.42,81.64,427.21,44.35,553.2,-25.78,-4.89,-4.58,-2.6,Thursday,16
266,2025-03-22 07:17:00,Peak,10.77,39.16,1.64,1313.04,148.2,1050.43,29.84,1228.47,84.57,6.44,7.85,2.16,Saturday,7
267,2025-02-26 02:45:00,Off-Peak,7.57,16.02,1.14,660.17,111.35,541.34,55.94,708.63,-48.46,-7.34,-6.4,-3.02,Wednesday,2
268,2025-02-06 07:17:00,Peak,6.92,26.46,1.62,908.12,95.08,726.5,43.49,865.07,43.05,4.74,6.22,1.63,Thursday,7
269,2025-02-12 10:57:00,Off-Peak,13.68,25.98,1.07,972.99,188.92,758.93,47.03,994.88,-21.89,-2.25,-1.6,-0.84,Wednesday,10
270,2025-03-11 02:08:00,Off-Peak,16.68,30.71,1.06,1092.08,261.21,829.98,42.27,1133.46,-41.38,-3.79,-2.48,-1.35,Tuesday,2
271,2025-01-20 07:24:00,Peak,8.28,25.64,1.69,912.82,123.04,666.36,25.01,814.41,98.41,10.78,11.89,3.84,Monday,7
272,2025-03-30 04:45:00,Off-Peak,8.41,17.09,1.16,639.51,135.06,479.63,53.45,668.14,-28.63,-4.48,-3.4,-1.68,Sunday,4
273,2025-01-28 02:26:00,Off-Peak,6.0,14.72,1.17,582.26,102.12,436.7,27.34,566.16,16.1,2.77,2.68,1.09,Tuesday,2
274,2025-02-22 10:34:00,Off-Peak,3.46,11.15,1.18,357.57,61.1,271.75,31.68,364.53,-6.96,-1.95,-2.01,-0.62,Saturday,10
275,2025-03-01 13:03:00,Off-Peak,11.31,20.18,1.1,832.62,146.01,649.44,46.78,842.23,-9.61,-1.15,-0.85,-0.48,Saturday,13
276,2025-01-27 13:24:00,Off-Peak,9.97,21.83,1.1,752.52,157.13,586.97,23.73,767.83,-15.31,-2.03,-1.54,-0.7,Monday,13
277,2025-04-26 18:44:00,Peak,6.33,21.21,1.68,898.0,98.05,691.46,57.34,846.85,51.15,5.7,8.08,2.41,Saturday,18
278,2025-01-03 18:24:00,Peak,7.59,26.64,1.59,885.99,130.55,664.49,24.97,820.01,65.98,7.45,8.69,2.48,Friday,18
279,2025-03-03 00:22:00,Off-Peak,13.12,27.92,1.14,863.74,228.03,630.53,46.69,905.25,-41.51,-4.81,-3.16,-1.49,Monday,0
280,2025-02-08 12:54:00,Off-Peak,14.49,33.76,1.16,1043.77,239.95,855.89,45.4,1141.24,-97.47,-9.34,-6.73,-2.89,Saturday,12
281,2025-04-25 13:34:00,Off-Peak,0.65,6.49,1.18,150.0,10.12,121.5,47.92,179.54,-29.54,-19.69,-45.45,-4.55,Friday,13
282,2025-04-06 23:34:00,Off-Peak,4.11,12.25,1.07,360.27,54.25,266.6,37.33,358.18,2.09,0.58,0.51,0.17,Sunday,23
283,2025-04-13 19:57:00,Peak,6.32,22.84,1.43,597.2,86.33,465.82,35.29,587.44,9.76,1.63,1.54,0.43,Sunday,19
284,2025-01-29 15:14:00,Off-Peak,2.86,7.71,1.02,285.81,44.67,214.36,59.11,318.14,-32.33,-11.31,-11.3,-4.19,Wednesday,15
285,2025-02-04 13:31:00,Off-Peak,7.72,13.43,1.12,601.0,99.12,444.74,52.69,596.55,4.45,0.74,0.58,0.33,Tuesday,13
286,2025-01-04 12:21:00,Off-Peak,4.27,8.03,1.01,367.37,55.94,290.22,39.42,385.58,-18.21,-4.96,-4.26,-2.27,Saturday,12
287,2025-03-27 21:51:00,Off-Peak,7.89,18.39,1.09,637.56,137.84,510.05,27.29,675.18,-37.62,-5.9,-4.77,-2.05,Thursday,21
288,2025-02-21 23:10:00,Off-Peak,4.36,10.75,1.11,411.6,77.35,312.82,55.62,445.79,-34.19,-8.31,-7.84,-3.18,Friday,23
289,2025-04-18 14:58:00,Off-Peak,4.5,11.58,1.06,365.08,54.14,266.51,45.95,366.6,-1.52,-0.42,-0.34,-0.13,Friday,14
290,2025-01-17 19:34:00,Peak,7.85,21.2,1.55,915.1,134.78,695.48,25.43,855.69,59.41,6.49,7.57,2.8,Friday,19
291,2025-01-04 12:37:00,Off-Peak,11.62,26.32,1.01,784.18,204.86,603.82,27.32,836.0,-51.82,-6.61,-4.46,-1.97,Saturday,12
292,2025-03-14 21:01:00,Off-Peak,9.6,22.66,1.01,646.44,145.44,523.62,41.63,710.69,-64.25,-9.94,-6.69,-2.84,Friday,21
293,2025-01-11 20:27:00,Peak,6.36,14.34,1.69,779.1,93.43,615.49,40.15,749.07,30.03,3.85,4.72,2.09,Saturday,20
294,2025-01-18 14:11:00,Off-Peak,1.38,7.65,1.07,202.73,24.16,160.16,36.37,220.69,-17.96,-8.86,-13.01,-2.35,Saturday,14
295,2025-01-07 08:24:00,Peak,4.42,17.24,1.28,548.21,53.26,405.68,37.07,496.01,52.2,9.52,11.81,3.03,Tuesday,8
296,2025-02-11 06:29:00,Peak,4.07,12.75,1.51,536.29,69.35,423.67,26.89,519.91,16.38,3.05,4.02,1.28,Tuesday,6
297,2025-02-11 10:48:00,Off-Peak,10.35,24.25,1.15,820.5,142.62,631.78,30.22,804.62,15.88,1.94,1.53,0.65,Tuesday,10
298,2025-04-23 12:17:00,Off-Peak,7.22,16.85,1.04,452.89,114.44,362.31,39.71,516.46,-63.57,-14.04,-8.8,-3.77,Wednesday,12
299,2025-04-07 13:16:00,Off-Peak,7.4,16.26,1.12,586.09,103.16,433.71,22.55,559.42,26.67,4.55,3.6,1.64,Monday,13
300,2025-04-17 02:30:00,Off-Peak,3.58,11.31,1.02,344.3,54.2,265.11,34.11,353.42,-9.12,-2.65,-2.55,-0.81,Thursday,2
301,2025-01-03 23:34:00,Off-Peak,14.84,26.42,1.01,855.71,250.05,633.23,28.41,911.69,-55.98,-6.54,-3.77,-2.12,Friday,23
302,2025-01-07 11:14:00,Off-Peak,7.37,10.83,1.11,519.77,96.47,389.83,26.99,513.29,6.48,1.25,0.88,0.6,Tuesday,11
303,2025-03-25 02:49:00,Off-Peak,3.42,9.31,1.11,375.48,54.65,300.38,25.86,380.89,-5.41,-1.44,-1.58,-0.58,Tuesday,2
304,2025-03-25 01:48:00,Off-Peak,3.61,11.38,1.13,394.84,62.78,311.92,25.61,400.31,-5.47,-1.39,-1.52,-0.48,Tuesday,1
305,2025-01-04 07:12:00,Peak,8.08,27.21,1.64,983.59,140.67,777.04,26.42,944.13,39.46,4.01,4.88,1.45,Saturday,7
306,2025-04-18 00:39:00,Off-Peak,3.32,8.33,1.2,415.36,57.64,303.21,34.97,395.82,19.54,4.7,5.89,2.35,Friday,0
307,2025-01-20 07:08:00,Peak,4.11,11.24,1.51,551.34,62.1,435.56,24.06,521.72,29.62,5.37,7.21,2.64,Monday,7
308,2025-03-02 21:07:00,Off-Peak,2.75,6.21,1.06,340.93,45.68,262.52,55.88,364.08,-23.15,-6.79,-8.42,-3.73,Sunday,21
309,2025-03-14 06:29:00,Peak,10.3,26.06,1.68,1119.19,151.2,861.78,39.92,1052.9,66.29,5.92,6.44,2.54,Friday,6
310,2025-03-31 08:49:00,Peak,3.38,9.14,1.36,429.38,49.89,326.33,40.19,416.41,12.97,3.02,3.84,1.42,Monday,8
311,2025-02-17 05:38:00,Off-Peak,16.35,35.19,1.09,1090.12,224.0,883.0,28.44,1135.44,-45.32,-4.16,-2.77,-1.29,Monday,5
312,2025-03-19 23:45:00,Off-Peak,8.74,21.2,1.02,561.57,119.83,415.56,54.69,590.08,-28.51,-5.08,-3.26,-1.34,Wednesday,23
313,2025-01-15 05:19:00,Off-Peak,2.74,9.22,1.01,354.03,33.51,283.22,53.13,369.86,-15.83,-4.47,-5.78,-1.72,Wednesday,5
314,2025-01-14 18:01:00,Peak,9.55,30.26,1.78,1175.74,145.06,952.35,21.37,1118.78,56.96,4.84,5.96,1.88,Tuesday,18
315,2025-04-29 09:36:00,Peak,14.86,38.63,1.7,1619.12,205.81,1198.15,49.3,1453.26,165.86,10.24,11.16,4.29,Tuesday,9
316,2025-03-28 12:25:00,Off-Peak,6.17,13.43,1.14,495.04,81.01,405.93,27.37,514.31,-19.27,-3.89,-3.12,-1.43,Friday,12
317,2025-05-01 22:12:00,Off-Peak,15.93,27.25,1.08,1067.1,202.79,875.02,42.22,1120.03,-52.93,-4.96,-3.32,-1.94,Thursday,22
318,2025-01-10 18:44:00,Peak,8.85,34.88,1.3,844.89,124.61,659.01,54.82,838.44,6.45,0.76,0.73,0.18,Friday,18
319,2025-04-17 20:15:00,Peak,4.27,14.57,1.29,467.4,74.26,350.55,57.36,482.17,-14.77,-3.16,-3.46,-1.01,Thursday,20
320,2025-01-14 22:49:00,Off-Peak,22.0,48.81,1.05,1371.36,332.2,1042.23,27.38,1401.81,-30.45,-2.22,-1.38,-0.62,Tuesday,22
321,2025-02-08 21:38:00,Off-Peak,2.18,5.0,1.11,267.67,33.44,198.08,57.58,289.1,-21.43,-8.01,-9.83,-4.29,Saturday,21
322,2025-04-14 03:50:00,Off-Peak,5.18,8.66,1.14,420.08,63.87,306.66,22.78,393.31,26.77,6.37,5.17,3.09,Monday,3
323,2025-03-14 01:22:00,Off-Peak,6.36,18.74,1.13,512.83,96.16,405.14,56.37,557.67,-44.84,-8.74,-7.05,-2.39,Friday,1
324,2025-03-10 13:42:00,Off-Peak,19.78,45.72,1.06,1242.99,316.68,969.53,50.89,1337.1,-94.11,-7.57,-4.76,-2.06,Monday,13
325,2025-02-17 02:32:00,Off-Peak,10.45,22.66,1.19,804.05,134.8,627.16,56.55,818.51,-14.46,-1.8,-1.38,-0.64,Monday,2
326,2025-03-24 10:00:00,Off-Peak,9.36,15.58,1.15,704.91,167.54,521.63,34.65,723.82,-18.91,-2.68,-2.02,-1.21,Monday,10
327,2025-04-19 13:52:00,Off-Peak,3.8,8.45,1.11,344.27,66.46,254.76,57.63,378.85,-34.58,-10.04,-9.1,-4.09,Saturday,13
328,2025-03-04 03:27:00,Off-Peak,6.01,10.78,1.12,440.08,107.94,360.87,52.74,521.55,-81.47,-18.51,-13.56,-7.56,Tuesday,3
329,2025-02-16 20:57:00,Peak,4.34,10.35,1.45,468.88,61.45,365.73,33.13,460.31,8.57,1.83,1.97,0.83,Sunday,20
330,2025-04-17 14:45:00,Off-Peak,9.16,20.56,1.05,608.62,155.08,486.9,33.56,675.54,-66.92,-11.0,-7.31,-3.25,Thursday,14
331,2025-01-20 13:11:00,Off-Peak,13.43,27.79,1.07,907.25,187.62,689.51,34.29,911.42,-4.17,-0.46,-0.31,-0.15,Monday,13
332,2025-04-04 16:41:00,Off-Peak,25.03,48.31,1.15,1690.6,412.74,1352.48,43.55,1808.77,-118.17,-6.99,-4.72,-2.45,Friday,16
333,2025-02-04 19:51:00,Peak,4.7,18.7,1.21,447.47,83.14,353.5,27.28,463.92,-16.45,-3.68,-3.5,-0.88,Tuesday,19
334,2025-04-28 17:49:00,Peak,2.13,8.58,1.27,334.72,27.54,254.39,37.34,319.27,15.45,4.62,7.25,1.8,Monday,17
335,2025-03-03 14:27:00,Off-Peak,5.24,12.75,1.01,425.69,67.28,336.3,22.71,426.29,-0.6,-0.14,-0.11,-0.05,Monday,14
336,2025-04-16 23:37:00,Off-Peak,12.31,27.46,1.01,865.04,155.48,700.68,34.33,890.49,-25.45,-2.94,-2.07,-0.93,Wednesday,23
337,2025-02-04 10:54:00,Off-Peak,3.46,7.13,1.17,448.88,58.09,332.17,46.67,436.93,11.95,2.66,3.45,1.68,Tuesday,10
338,2025-02-01 02:17:00,Off-Peak,6.51,11.05,1.14,563.61,104.16,433.98,43.58,581.72,-18.11,-3.21,-2.78,-1.64,Saturday,2
339,2025-04-23 14:15:00,Off-Peak,9.44,21.2,1.09,714.43,142.83,585.83,32.66,761.32,-46.89,-6.56,-4.97,-2.21,Wednesday,14
340,2025-04-07 14:36:00,Off-Peak,4.77,12.83,1.02,414.99,79.37,331.99,30.29,441.65,-26.66,-6.42,-5.59,-2.08,Monday,14
341,2025-03-20 21:24:00,Off-Peak,7.58,14.48,1.1,541.67,129.62,422.5,33.08,585.2,-43.53,-8.04,-5.74,-3.01,Thursday,21
342,2025-02-13 00:31:00,Off-Peak,3.2,9.76,1.09,284.54,56.64,207.71,22.78,287.13,-2.59,-0.91,-0.81,-0.27,Thursday,0
343,2025-04-19 10:11:00,Off-Peak,14.01,32.18,1.03,843.21,185.07,640.84,30.3,856.21,-13.0,-1.54,-0.93,-0.4,Saturday,10
344,2025-03-04 06:22:00,Peak,5.52,15.44,1.46,634.33,80.87,501.12,48.32,630.31,4.02,0.63,0.73,0.26,Tuesday,6
345,2025-04-13 08:21:00,Peak,7.43,21.75,1.44,749.47,130.32,569.6,27.15,727.07,22.4,2.99,3.01,1.03,Sunday,8
346,2025-02-05 19:44:00,Peak,1.44,6.83,1.57,364.79,21.27,299.13,25.53,345.93,18.86,5.17,13.1,2.76,Wednesday,19
347,2025-04-23 08:35:00,Peak,2.86,9.82,1.58,410.03,42.7,328.02,53.84,424.56,-14.53,-3.54,-5.08,-1.48,Wednesday,8
348,2025-01-02 16:12:00,Off-Peak,12.06,21.6,1.01,766.73,212.86,567.38,29.46,809.7,-42.97,-5.6,-3.56,-1.99,Thursday,16
349,2025-01-11 07:46:00,Peak,4.72,15.73,1.42,530.82,77.46,408.73,30.04,516.23,14.59,2.75,3.09,0.93,Saturday,7
350,2025-02-22 15:35:00,Off-Peak,3.33,7.99,1.13,285.9,50.98,217.28,38.52,306.78,-20.88,-7.3,-6.27,-2.61,Saturday,15
